,datedim,nationality_category,crew_count
8334,10/26/2024,NASA,2
8335,10/27/2024,NASA,2
8336,10/28/2024,NASA,2
8337,10/29/2024,NASA,2
8338,10/30/2024,NASA,2
8339,10/31/2024,NASA,2
8340,11/1/2024,NASA,2
8341,11/2/2024,NASA,2
8342,11/3/2024,NASA,2
8343,11/4/2024,NASA,2
8344,11/5/2024,NASA,2
8345,11/6/2024,NASA,2
8346,11/7/2024,NASA,2
8347,11/8/2024,NASA,2
8348,11/9/2024,NASA,2
8349,11/10/2024,NASA,2
8350,11/11/2024,NASA,2
8351,11/12/2024,NASA,2
8352,11/13/2024,NASA,2
8353,11/14/2024,NASA,2
8354,11/15/2024,NASA,2
8355,11/16/2024,NASA,2
8356,11/17/2024,NASA,2
8357,11/18/2024,NASA,2
8358,11/19/2024,NASA,2
8359,11/20/2024,NASA,2
8360,11/21/2024,NASA,2
8361,11/22/2024,NASA,2
8362,11/23/2024,NASA,2
8363,11/24/2024,NASA,2
8364,11/25/2024,NASA,2
8365,11/26/2024,NASA,2
8366,11/27/2024,NASA,2
8367,11/28/2024,NASA,2
8368,11/29/2024,NASA,2
8369,11/30/2024,NASA,2
8370,12/1/2024,NASA,2
8371,12/2/2024,NASA,2
8372,12/3/2024,NASA,2
8373,12/4/2024,NASA,2
8374,12/5/2024,NASA,2
8375,12/6/2024,NASA,2
8376,12/7/2024,NASA,2
8377,12/8/2024,NASA,2
8378,12/9/2024,NASA,2
8379,12/10/2024,NASA,2
8380,12/11/2024,NASA,2
8381,12/12/2024,NASA,2
8382,12/13/2024,NASA,2
8383,12/14/2024,NASA,2
8384,12/15/2024,NASA,2
8385,12/16/2024,NASA,2
8386,12/17/2024,NASA,2
8387,12/18/2024,NASA,2
8388,12/19/2024,NASA,2
8389,12/20/2024,NASA,2
8390,12/21/2024,NASA,2
8391,12/22/2024,NASA,2
8392,12/23/2024,NASA,2
8393,12/24/2024,NASA,2
8394,12/25/2024,NASA,2
8395,12/26/2024,NASA,2
8396,12/27/2024,NASA,2
8397,12/28/2024,NASA,2
8398,12/29/2024,NASA,2
8399,12/30/2024,NASA,2
8400,12/31/2024,NASA,2
8401,1/1/2025,NASA,2
8402,1/2/2025,NASA,2
8403,1/3/2025,NASA,2
8404,1/4/2025,NASA,2
8405,1/5/2025,NASA,2
8406,1/6/2025,NASA,2
8407,1/7/2025,NASA,2
8408,1/8/2025,NASA,2
8409,1/9/2025,NASA,2
8410,1/10/2025,NASA,2
8411,1/11/2025,NASA,2
8412,1/12/2025,NASA,2
8413,1/13/2025,NASA,2
8414,1/14/2025,NASA,2
8415,1/15/2025,NASA,2
8416,1/16/2025,NASA,2
8417,1/17/2025,NASA,2
8418,1/18/2025,NASA,2
8419,1/19/2025,NASA,2
8420,1/20/2025,NASA,2
8421,1/21/2025,NASA,2
8422,1/22/2025,NASA,2
8423,1/23/2025,NASA,2
8424,1/24/2025,NASA,2
8425,1/25/2025,NASA,2
8426,1/26/2025,NASA,2
8427,1/27/2025,NASA,2
8428,1/28/2025,NASA,2
8429,1/29/2025,NASA,2
8430,1/30/2025,NASA,2
8431,1/31/2025,NASA,2
8432,2/1/2025,NASA,2
8433,2/2/2025,NASA,2
8434,2/3/2025,NASA,2
8435,2/4/2025,NASA,2
8436,2/5/2025,NASA,2
8437,2/6/2025,NASA,2
8438,2/7/2025,NASA,2
8439,2/8/2025,NASA,2
8440,2/9/2025,NASA,2
8441,2/10/2025,NASA,2
8442,2/11/2025,NASA,2
8443,2/12/2025,NASA,2
8444,2/13/2025,NASA,0
8445,2/14/2025,NASA,0
8446,2/15/2025,NASA,0
8447,2/16/2025,NASA,0
8448,2/17/2025,NASA,0
8449,2/18/2025,NASA,0
8450,2/19/2025,NASA,0
8451,2/20/2025,NASA,0
8452,2/21/2025,NASA,0
8453,2/22/2025,NASA,0
8454,2/23/2025,NASA,0
8455,2/24/2025,NASA,0
8456,2/25/2025,NASA,0
8457,2/26/2025,NASA,0
8458,2/27/2025,NASA,0
8459,2/28/2025,NASA,0
8460,3/1/2025,NASA,0
8461,3/2/2025,NASA,0
8462,3/3/2025,NASA,0
8463,3/4/2025,NASA,0
8464,3/5/2025,NASA,0
8465,3/6/2025,NASA,0
8466,3/7/2025,NASA,0
8467,3/8/2025,NASA,0
8468,3/9/2025,NASA,0
8469,3/10/2025,NASA,0
8470,3/11/2025,NASA,0
8471,3/12/2025,NASA,0
8472,3/13/2025,NASA,0
8473,3/14/2025,NASA,0
8474,3/15/2025,NASA,0
8475,3/16/2025,NASA,0
8476,3/17/2025,NASA,0
8477,3/18/2025,NASA,0
8478,3/19/2025,NASA,0
8479,3/20/2025,NASA,0
8480,3/21/2025,NASA,0
8481,3/22/2025,NASA,0
8482,3/23/2025,NASA,0
8483,3/24/2025,NASA,0
8484,3/25/2025,NASA,0
8485,3/26/2025,NASA,0
8486,3/27/2025,NASA,0
8487,3/28/2025,NASA,0
8488,3/29/2025,NASA,0
8489,3/30/2025,NASA,0
8490,3/31/2025,NASA,0
8491,4/1/2025,NASA,0
8492,4/2/2025,NASA,0
8493,4/3/2025,NASA,0
8494,4/4/2025,NASA,0
8495,4/5/2025,NASA,0
8496,4/6/2025,NASA,0
8497,4/7/2025,NASA,0
8498,4/8/2025,NASA,0
8499,4/9/2025,NASA,0
8500,4/10/2025,NASA,0
8501,4/11/2025,NASA,0
8502,4/12/2025,NASA,0
8503,4/13/2025,NASA,0
8504,4/14/2025,NASA,0
8505,4/15/2025,NASA,0
8506,4/16/2025,NASA,0
8507,4/17/2025,NASA,0
8508,4/18/2025,NASA,0
8509,4/19/2025,NASA,0
8510,4/20/2025,NASA,0
8511,4/21/2025,NASA,0
8512,4/22/2025,NASA,0
8513,4/23/2025,NASA,0
8514,4/24/2025,NASA,0
8515,4/25/2025,NASA,0
8516,4/26/2025,NASA,0
8517,4/27/2025,NASA,0
8518,4/28/2025,NASA,0
8519,4/29/2025,NASA,0
8520,4/30/2025,NASA,0
8521,5/1/2025,NASA,0
8522,5/2/2025,NASA,0
8523,5/3/2025,NASA,0
8524,5/4/2025,NASA,0
8525,5/5/2025,NASA,0
8526,5/6/2025,NASA,0
8527,5/7/2025,NASA,0
8528,5/8/2025,NASA,0
8529,5/9/2025,NASA,0
8530,5/10/2025,NASA,0
8531,5/11/2025,NASA,0
8532,5/12/2025,NASA,0
8533,5/13/2025,NASA,0
8534,5/14/2025,NASA,0
8535,5/15/2025,NASA,0
8536,5/16/2025,NASA,0
8537,5/17/2025,NASA,0
8538,5/18/2025,NASA,0
8539,5/19/2025,NASA,0
8540,5/20/2025,NASA,0
8541,5/21/2025,NASA,0
8542,5/22/2025,NASA,0
8543,5/23/2025,NASA,0
8544,5/24/2025,NASA,0
8545,5/25/2025,NASA,0
8546,5/26/2025,NASA,0
8547,5/27/2025,NASA,0
8548,5/28/2025,NASA,0
8549,5/29/2025,NASA,0
8550,5/30/2025,NASA,0
8551,5/31/2025,NASA,0
8552,6/1/2025,NASA,0
8553,6/2/2025,NASA,0
8554,6/3/2025,NASA,0
8555,6/4/2025,NASA,0
8556,6/5/2025,NASA,0
8557,6/6/2025,NASA,0
8558,6/7/2025,NASA,0
8559,6/8/2025,NASA,0
8560,6/9/2025,NASA,0
8561,6/10/2025,NASA,0
8562,6/11/2025,NASA,0
8563,6/12/2025,NASA,0
8564,6/13/2025,NASA,0
8565,6/14/2025,NASA,0
8566,6/15/2025,NASA,0
8567,6/16/2025,NASA,0
8568,6/17/2025,NASA,0
8569,6/18/2025,NASA,0
8570,6/19/2025,NASA,0
8571,6/20/2025,NASA,0
8572,6/21/2025,NASA,0
8573,6/22/2025,NASA,0
8574,6/23/2025,NASA,0
8575,6/24/2025,NASA,0
8576,6/25/2025,NASA,0
8577,6/26/2025,NASA,0
8578,6/27/2025,NASA,0
8579,6/28/2025,NASA,0
8580,6/29/2025,NASA,0
8581,6/30/2025,NASA,0
8582,7/1/2025,NASA,0
8583,7/2/2025,NASA,0
8584,7/3/2025,NASA,0
8585,7/4/2025,NASA,0
8586,7/5/2025,NASA,0
8587,7/6/2025,NASA,0
8588,7/7/2025,NASA,0
8589,7/8/2025,NASA,0
8590,7/9/2025,NASA,0
8591,7/10/2025,NASA,0
8592,7/11/2025,NASA,0
8593,7/12/2025,NASA,0
8594,7/13/2025,NASA,0
8595,7/14/2025,NASA,0
8596,7/15/2025,NASA,0
8597,7/16/2025,NASA,0
8598,7/17/2025,NASA,0
8599,7/18/2025,NASA,0
8600,7/19/2025,NASA,0
8601,7/20/2025,NASA,0
8602,7/21/2025,NASA,0
8603,7/22/2025,NASA,0
8604,7/23/2025,NASA,0
8605,7/24/2025,NASA,0
8606,7/25/2025,NASA,0
8607,7/26/2025,NASA,0
8608,7/27/2025,NASA,0
8609,7/28/2025,NASA,0
8610,7/29/2025,NASA,0
8611,7/30/2025,NASA,0
8612,7/31/2025,NASA,0
8613,8/1/2025,NASA,0
8614,8/2/2025,NASA,0
8615,8/3/2025,NASA,0
8616,8/4/2025,NASA,0
8617,8/5/2025,NASA,0
8618,8/6/2025,NASA,0
8619,8/7/2025,NASA,0
8620,8/8/2025,NASA,0
8621,8/9/2025,NASA,0
8622,8/10/2025,NASA,0
8623,8/11/2025,NASA,0
8624,8/12/2025,NASA,0
8625,8/13/2025,NASA,0
8626,8/14/2025,NASA,0
8627,8/15/2025,NASA,0
8628,8/16/2025,NASA,0
8629,8/17/2025,NASA,0
8630,8/18/2025,NASA,0
8631,8/19/2025,NASA,0
8632,8/20/2025,NASA,0
8633,8/21/2025,NASA,0
8634,8/22/2025,NASA,0
8635,8/23/2025,NASA,0
8636,8/24/2025,NASA,0
8637,8/25/2025,NASA,0
8638,8/26/2025,NASA,0
8639,8/27/2025,NASA,0
8640,8/28/2025,NASA,0
8641,8/29/2025,NASA,0
8642,8/30/2025,NASA,0
8643,8/31/2025,NASA,0
8644,9/1/2025,NASA,0
8645,9/2/2025,NASA,0
8646,9/3/2025,NASA,0
8647,9/4/2025,NASA,0
8648,9/5/2025,NASA,0
8649,9/6/2025,NASA,0
8650,9/7/2025,NASA,0
8651,9/8/2025,NASA,0
8652,9/9/2025,NASA,0
8653,9/10/2025,NASA,0
8654,9/11/2025,NASA,0
8655,9/12/2025,NASA,0
8656,9/13/2025,NASA,0
8657,9/14/2025,NASA,0
8658,9/15/2025,NASA,0
8659,9/16/2025,NASA,0
8660,9/17/2025,NASA,0
8661,9/18/2025,NASA,0
8662,9/19/2025,NASA,0
8663,9/20/2025,NASA,0
8664,9/21/2025,NASA,0
8665,9/22/2025,NASA,0
8666,9/23/2025,NASA,0
8667,9/24/2025,NASA,0
8668,9/25/2025,NASA,0
8669,9/26/2025,NASA,0
8670,9/27/2025,NASA,0
8671,9/28/2025,NASA,0
8672,9/29/2025,NASA,0
8673,9/30/2025,NASA,0
8674,10/1/2025,NASA,0
8675,10/2/2025,NASA,0
8676,10/3/2025,NASA,0
8677,10/4/2025,NASA,0
8678,10/5/2025,NASA,0
8679,10/6/2025,NASA,0
8680,10/7/2025,NASA,0
8681,10/8/2025,NASA,0
8682,10/9/2025,NASA,0
8683,10/10/2025,NASA,0
8684,10/11/2025,NASA,0
8685,10/12/2025,NASA,0
8686,10/13/2025,NASA,0
8687,10/14/2025,NASA,0
8688,10/15/2025,NASA,0
8689,10/16/2025,NASA,0
8690,10/17/2025,NASA,0
8691,10/18/2025,NASA,0
8692,10/19/2025,NASA,0
8693,10/20/2025,NASA,0
8694,10/21/2025,NASA,0
8695,10/22/2025,NASA,0
8696,10/23/2025,NASA,0
8697,10/24/2025,NASA,0
8698,10/25/2025,NASA,0
8699,10/26/2025,NASA,0
8700,10/27/2025,NASA,0
8701,10/28/2025,NASA,0
8702,10/29/2025,NASA,0
8703,10/30/2025,NASA,0
8704,10/31/2025,NASA,0
8705,11/1/2025,NASA,0
8706,11/2/2025,NASA,0
8707,11/3/2025,NASA,0
8708,11/4/2025,NASA,0
8709,11/5/2025,NASA,0
8710,11/6/2025,NASA,0
8711,11/7/2025,NASA,0
8712,11/8/2025,NASA,0
8713,11/9/2025,NASA,0
8714,11/10/2025,NASA,0
8715,11/11/2025,NASA,0
8716,11/12/2025,NASA,0
8717,11/13/2025,NASA,0
8718,11/14/2025,NASA,0
8719,11/15/2025,NASA,0
8720,11/16/2025,NASA,0
8721,11/17/2025,NASA,0
8722,11/18/2025,NASA,0
8723,11/19/2025,NASA,0
8724,11/20/2025,NASA,0
8725,11/21/2025,NASA,0
8726,11/22/2025,NASA,0
8727,11/23/2025,NASA,0
8728,11/24/2025,NASA,0
8729,11/25/2025,NASA,0
8730,11/26/2025,NASA,0
8731,11/27/2025,NASA,0
8732,11/28/2025,NASA,0
8733,11/29/2025,NASA,0
8734,11/30/2025,NASA,0
8735,12/1/2025,NASA,0
8736,12/2/2025,NASA,0
8737,12/3/2025,NASA,0
8738,12/4/2025,NASA,0
8739,12/5/2025,NASA,0
8740,12/6/2025,NASA,0
8741,12/7/2025,NASA,0
8742,12/8/2025,NASA,0
8743,12/9/2025,NASA,0
8744,12/10/2025,NASA,0
8745,12/11/2025,NASA,0
8746,12/12/2025,NASA,0
8747,12/13/2025,NASA,0
8748,12/14/2025,NASA,0
8749,12/15/2025,NASA,0
8750,12/16/2025,NASA,0
8751,12/17/2025,NASA,0
8752,12/18/2025,NASA,0
8753,12/19/2025,NASA,0
8754,12/20/2025,NASA,0
8755,12/21/2025,NASA,0
8756,12/22/2025,NASA,0
8757,12/23/2025,NASA,0
8758,12/24/2025,NASA,0
8759,12/25/2025,NASA,0
8760,12/26/2025,NASA,0
8761,12/27/2025,NASA,0
8762,12/28/2025,NASA,0
8763,12/29/2025,NASA,0
8764,12/30/2025,NASA,0
8765,12/31/2025,NASA,0
8766,1/1/2022,"NASA, TBD",0
8767,1/2/2022,"NASA, TBD",0
8768,1/3/2022,"NASA, TBD",0
8769,1/4/2022,"NASA, TBD",0
8770,1/5/2022,"NASA, TBD",0
8771,1/6/2022,"NASA, TBD",0
8772,1/7/2022,"NASA, TBD",0
8773,1/8/2022,"NASA, TBD",0
8774,1/9/2022,"NASA, TBD",0
8775,1/10/2022,"NASA, TBD",0
8776,1/11/2022,"NASA, TBD",0
8777,1/12/2022,"NASA, TBD",0
8778,1/13/2022,"NASA, TBD",0
8779,1/14/2022,"NASA, TBD",0
8780,1/15/2022,"NASA, TBD",0
8781,1/16/2022,"NASA, TBD",0
8782,1/17/2022,"NASA, TBD",0
8783,1/18/2022,"NASA, TBD",0
8784,1/19/2022,"NASA, TBD",0
8785,1/20/2022,"NASA, TBD",0
8786,1/21/2022,"NASA, TBD",0
8787,1/22/2022,"NASA, TBD",0
8788,1/23/2022,"NASA, TBD",0
8789,1/24/2022,"NASA, TBD",0
8790,1/25/2022,"NASA, TBD",0
8791,1/26/2022,"NASA, TBD",0
8792,1/27/2022,"NASA, TBD",0
8793,1/28/2022,"NASA, TBD",0
8794,1/29/2022,"NASA, TBD",0
8795,1/30/2022,"NASA, TBD",0
8796,1/31/2022,"NASA, TBD",0
8797,2/1/2022,"NASA, TBD",0
8798,2/2/2022,"NASA, TBD",0
8799,2/3/2022,"NASA, TBD",0
8800,2/4/2022,"NASA, TBD",0
8801,2/5/2022,"NASA, TBD",0
8802,2/6/2022,"NASA, TBD",0
8803,2/7/2022,"NASA, TBD",0
8804,2/8/2022,"NASA, TBD",0
8805,2/9/2022,"NASA, TBD",0
8806,2/10/2022,"NASA, TBD",0
8807,2/11/2022,"NASA, TBD",0
8808,2/12/2022,"NASA, TBD",0
8809,2/13/2022,"NASA, TBD",0
8810,2/14/2022,"NASA, TBD",0
8811,2/15/2022,"NASA, TBD",0
8812,2/16/2022,"NASA, TBD",0
8813,2/17/2022,"NASA, TBD",0
8814,2/18/2022,"NASA, TBD",0
8815,2/19/2022,"NASA, TBD",0
8816,2/20/2022,"NASA, TBD",0
8817,2/21/2022,"NASA, TBD",0
8818,2/22/2022,"NASA, TBD",0
8819,2/23/2022,"NASA, TBD",0
8820,2/24/2022,"NASA, TBD",0
8821,2/25/2022,"NASA, TBD",0
8822,2/26/2022,"NASA, TBD",0
8823,2/27/2022,"NASA, TBD",0
8824,2/28/2022,"NASA, TBD",0
8825,3/1/2022,"NASA, TBD",0
8826,3/2/2022,"NASA, TBD",0
8827,3/3/2022,"NASA, TBD",0
8828,3/4/2022,"NASA, TBD",0
8829,3/5/2022,"NASA, TBD",0
8830,3/6/2022,"NASA, TBD",0
8831,3/7/2022,"NASA, TBD",0
8832,3/8/2022,"NASA, TBD",0
8833,3/9/2022,"NASA, TBD",0
8834,3/10/2022,"NASA, TBD",0
8835,3/11/2022,"NASA, TBD",0
8836,3/12/2022,"NASA, TBD",0
8837,3/13/2022,"NASA, TBD",0
8838,3/14/2022,"NASA, TBD",0
8839,3/15/2022,"NASA, TBD",0
8840,3/16/2022,"NASA, TBD",0
8841,3/17/2022,"NASA, TBD",0
8842,3/18/2022,"NASA, TBD",0
8843,3/19/2022,"NASA, TBD",0
8844,3/20/2022,"NASA, TBD",0
8845,3/21/2022,"NASA, TBD",0
8846,3/22/2022,"NASA, TBD",0
8847,3/23/2022,"NASA, TBD",0
8848,3/24/2022,"NASA, TBD",0
8849,3/25/2022,"NASA, TBD",0
8850,3/26/2022,"NASA, TBD",0
8851,3/27/2022,"NASA, TBD",0
8852,3/28/2022,"NASA, TBD",0
8853,3/29/2022,"NASA, TBD",0
8854,3/30/2022,"NASA, TBD",0
8855,3/31/2022,"NASA, TBD",0
8856,4/1/2022,"NASA, TBD",0
8857,4/2/2022,"NASA, TBD",0
8858,4/3/2022,"NASA, TBD",0
8859,4/4/2022,"NASA, TBD",0
8860,4/5/2022,"NASA, TBD",0
8861,4/6/2022,"NASA, TBD",0
8862,4/7/2022,"NASA, TBD",0
8863,4/8/2022,"NASA, TBD",0
8864,4/9/2022,"NASA, TBD",0
8865,4/10/2022,"NASA, TBD",0
8866,4/11/2022,"NASA, TBD",0
8867,4/12/2022,"NASA, TBD",0
8868,4/13/2022,"NASA, TBD",0
8869,4/14/2022,"NASA, TBD",0
8870,4/15/2022,"NASA, TBD",0
8871,4/16/2022,"NASA, TBD",0
8872,4/17/2022,"NASA, TBD",0
8873,4/18/2022,"NASA, TBD",0
8874,4/19/2022,"NASA, TBD",0
8875,4/20/2022,"NASA, TBD",0
8876,4/21/2022,"NASA, TBD",0
8877,4/22/2022,"NASA, TBD",0
8878,4/23/2022,"NASA, TBD",0
8879,4/24/2022,"NASA, TBD",0
8880,4/25/2022,"NASA, TBD",0
8881,4/26/2022,"NASA, TBD",0
8882,4/27/2022,"NASA, TBD",0
8883,4/28/2022,"NASA, TBD",0
8884,4/29/2022,"NASA, TBD",0
8885,4/30/2022,"NASA, TBD",0
8886,5/1/2022,"NASA, TBD",0
8887,5/2/2022,"NASA, TBD",0
8888,5/3/2022,"NASA, TBD",0
8889,5/4/2022,"NASA, TBD",0
8890,5/5/2022,"NASA, TBD",0
8891,5/6/2022,"NASA, TBD",0
8892,5/7/2022,"NASA, TBD",0
8893,5/8/2022,"NASA, TBD",0
8894,5/9/2022,"NASA, TBD",0
8895,5/10/2022,"NASA, TBD",0
8896,5/11/2022,"NASA, TBD",0
8897,5/12/2022,"NASA, TBD",0
8898,5/13/2022,"NASA, TBD",0
8899,5/14/2022,"NASA, TBD",0
8900,5/15/2022,"NASA, TBD",0
8901,5/16/2022,"NASA, TBD",0
8902,5/17/2022,"NASA, TBD",0
8903,5/18/2022,"NASA, TBD",0
8904,5/19/2022,"NASA, TBD",0
8905,5/20/2022,"NASA, TBD",0
8906,5/21/2022,"NASA, TBD",0
8907,5/22/2022,"NASA, TBD",0
8908,5/23/2022,"NASA, TBD",0
8909,5/24/2022,"NASA, TBD",0
8910,5/25/2022,"NASA, TBD",0
8911,5/26/2022,"NASA, TBD",0
8912,5/27/2022,"NASA, TBD",0
8913,5/28/2022,"NASA, TBD",0
8914,5/29/2022,"NASA, TBD",0
8915,5/30/2022,"NASA, TBD",0
8916,5/31/2022,"NASA, TBD",0
8917,6/1/2022,"NASA, TBD",0
8918,6/2/2022,"NASA, TBD",0
8919,6/3/2022,"NASA, TBD",0
8920,6/4/2022,"NASA, TBD",0
8921,6/5/2022,"NASA, TBD",0
8922,6/6/2022,"NASA, TBD",0
8923,6/7/2022,"NASA, TBD",0
8924,6/8/2022,"NASA, TBD",0
8925,6/9/2022,"NASA, TBD",0
8926,6/10/2022,"NASA, TBD",0
8927,6/11/2022,"NASA, TBD",0
8928,6/12/2022,"NASA, TBD",0
8929,6/13/2022,"NASA, TBD",0
8930,6/14/2022,"NASA, TBD",0
8931,6/15/2022,"NASA, TBD",0
8932,6/16/2022,"NASA, TBD",0
8933,6/17/2022,"NASA, TBD",0
8934,6/18/2022,"NASA, TBD",0
8935,6/19/2022,"NASA, TBD",0
8936,6/20/2022,"NASA, TBD",0
8937,6/21/2022,"NASA, TBD",0
8938,6/22/2022,"NASA, TBD",0
8939,6/23/2022,"NASA, TBD",0
8940,6/24/2022,"NASA, TBD",0
8941,6/25/2022,"NASA, TBD",0
8942,6/26/2022,"NASA, TBD",0
8943,6/27/2022,"NASA, TBD",0
8944,6/28/2022,"NASA, TBD",0
8945,6/29/2022,"NASA, TBD",0
8946,6/30/2022,"NASA, TBD",0
8947,7/1/2022,"NASA, TBD",0
8948,7/2/2022,"NASA, TBD",0
8949,7/3/2022,"NASA, TBD",0
8950,7/4/2022,"NASA, TBD",0
8951,7/5/2022,"NASA, TBD",0
8952,7/6/2022,"NASA, TBD",0
8953,7/7/2022,"NASA, TBD",0
8954,7/8/2022,"NASA, TBD",0
8955,7/9/2022,"NASA, TBD",0
8956,7/10/2022,"NASA, TBD",0
8957,7/11/2022,"NASA, TBD",0
8958,7/12/2022,"NASA, TBD",0
8959,7/13/2022,"NASA, TBD",0
8960,7/14/2022,"NASA, TBD",0
8961,7/15/2022,"NASA, TBD",0
8962,7/16/2022,"NASA, TBD",0
8963,7/17/2022,"NASA, TBD",0
8964,7/18/2022,"NASA, TBD",0
8965,7/19/2022,"NASA, TBD",0
8966,7/20/2022,"NASA, TBD",0
8967,7/21/2022,"NASA, TBD",0
8968,7/22/2022,"NASA, TBD",0
8969,7/23/2022,"NASA, TBD",0
8970,7/24/2022,"NASA, TBD",0
8971,7/25/2022,"NASA, TBD",0
8972,7/26/2022,"NASA, TBD",0
8973,7/27/2022,"NASA, TBD",0
8974,7/28/2022,"NASA, TBD",0
8975,7/29/2022,"NASA, TBD",0
8976,7/30/2022,"NASA, TBD",0
8977,7/31/2022,"NASA, TBD",0
8978,8/1/2022,"NASA, TBD",0
8979,8/2/2022,"NASA, TBD",0
8980,8/3/2022,"NASA, TBD",0
8981,8/4/2022,"NASA, TBD",0
8982,8/5/2022,"NASA, TBD",0
8983,8/6/2022,"NASA, TBD",0
8984,8/7/2022,"NASA, TBD",0
8985,8/8/2022,"NASA, TBD",0
8986,8/9/2022,"NASA, TBD",0
8987,8/10/2022,"NASA, TBD",0
8988,8/11/2022,"NASA, TBD",0
8989,8/12/2022,"NASA, TBD",0
8990,8/13/2022,"NASA, TBD",0
8991,8/14/2022,"NASA, TBD",0
8992,8/15/2022,"NASA, TBD",0
8993,8/16/2022,"NASA, TBD",0
8994,8/17/2022,"NASA, TBD",0
8995,8/18/2022,"NASA, TBD",0
8996,8/19/2022,"NASA, TBD",0
8997,8/20/2022,"NASA, TBD",0
8998,8/21/2022,"NASA, TBD",0
8999,8/22/2022,"NASA, TBD",0
9000,8/23/2022,"NASA, TBD",0
9001,8/24/2022,"NASA, TBD",0
9002,8/25/2022,"NASA, TBD",0
9003,8/26/2022,"NASA, TBD",0
9004,8/27/2022,"NASA, TBD",0
9005,8/28/2022,"NASA, TBD",0
9006,8/29/2022,"NASA, TBD",0
9007,8/30/2022,"NASA, TBD",0
9008,8/31/2022,"NASA, TBD",0
9009,9/1/2022,"NASA, TBD",0
9010,9/2/2022,"NASA, TBD",0
9011,9/3/2022,"NASA, TBD",0
9012,9/4/2022,"NASA, TBD",0
9013,9/5/2022,"NASA, TBD",0
9014,9/6/2022,"NASA, TBD",0
9015,9/7/2022,"NASA, TBD",0
9016,9/8/2022,"NASA, TBD",0
9017,9/9/2022,"NASA, TBD",0
9018,9/10/2022,"NASA, TBD",0
9019,9/11/2022,"NASA, TBD",0
9020,9/12/2022,"NASA, TBD",0
9021,9/13/2022,"NASA, TBD",0
9022,9/14/2022,"NASA, TBD",0
9023,9/15/2022,"NASA, TBD",0
9024,9/16/2022,"NASA, TBD",0
9025,9/17/2022,"NASA, TBD",0
9026,9/18/2022,"NASA, TBD",0
9027,9/19/2022,"NASA, TBD",0
9028,9/20/2022,"NASA, TBD",0
9029,9/21/2022,"NASA, TBD",0
9030,9/22/2022,"NASA, TBD",0
9031,9/23/2022,"NASA, TBD",0
9032,9/24/2022,"NASA, TBD",0
9033,9/25/2022,"NASA, TBD",0
9034,9/26/2022,"NASA, TBD",0
9035,9/27/2022,"NASA, TBD",0
9036,9/28/2022,"NASA, TBD",0
9037,9/29/2022,"NASA, TBD",0
9038,9/30/2022,"NASA, TBD",0
9039,10/1/2022,"NASA, TBD",0
9040,10/2/2022,"NASA, TBD",0
9041,10/3/2022,"NASA, TBD",0
9042,10/4/2022,"NASA, TBD",0
9043,10/5/2022,"NASA, TBD",0
9044,10/6/2022,"NASA, TBD",0
9045,10/7/2022,"NASA, TBD",0
9046,10/8/2022,"NASA, TBD",0
9047,10/9/2022,"NASA, TBD",0
9048,10/10/2022,"NASA, TBD",0
9049,10/11/2022,"NASA, TBD",0
9050,10/12/2022,"NASA, TBD",0
9051,10/13/2022,"NASA, TBD",0
9052,10/14/2022,"NASA, TBD",0
9053,10/15/2022,"NASA, TBD",0
9054,10/16/2022,"NASA, TBD",0
9055,10/17/2022,"NASA, TBD",0
9056,10/18/2022,"NASA, TBD",0
9057,10/19/2022,"NASA, TBD",0
9058,10/20/2022,"NASA, TBD",0
9059,10/21/2022,"NASA, TBD",0
9060,10/22/2022,"NASA, TBD",0
9061,10/23/2022,"NASA, TBD",0
9062,10/24/2022,"NASA, TBD",0
9063,10/25/2022,"NASA, TBD",0
9064,10/26/2022,"NASA, TBD",0
9065,10/27/2022,"NASA, TBD",0
9066,10/28/2022,"NASA, TBD",0
9067,10/29/2022,"NASA, TBD",0
9068,10/30/2022,"NASA, TBD",0
9069,10/31/2022,"NASA, TBD",0
9070,11/1/2022,"NASA, TBD",0
9071,11/2/2022,"NASA, TBD",0
9072,11/3/2022,"NASA, TBD",0
9073,11/4/2022,"NASA, TBD",0
9074,11/5/2022,"NASA, TBD",0
9075,11/6/2022,"NASA, TBD",0
9076,11/7/2022,"NASA, TBD",0
9077,11/8/2022,"NASA, TBD",0
9078,11/9/2022,"NASA, TBD",0
9079,11/10/2022,"NASA, TBD",0
9080,11/11/2022,"NASA, TBD",0
9081,11/12/2022,"NASA, TBD",0
9082,11/13/2022,"NASA, TBD",0
9083,11/14/2022,"NASA, TBD",0
9084,11/15/2022,"NASA, TBD",0
9085,11/16/2022,"NASA, TBD",0
9086,11/17/2022,"NASA, TBD",0
9087,11/18/2022,"NASA, TBD",0
9088,11/19/2022,"NASA, TBD",0
9089,11/20/2022,"NASA, TBD",0
9090,11/21/2022,"NASA, TBD",0
9091,11/22/2022,"NASA, TBD",0
9092,11/23/2022,"NASA, TBD",0
9093,11/24/2022,"NASA, TBD",0
9094,11/25/2022,"NASA, TBD",0
9095,11/26/2022,"NASA, TBD",0
9096,11/27/2022,"NASA, TBD",0
9097,11/28/2022,"NASA, TBD",0
9098,11/29/2022,"NASA, TBD",0
9099,11/30/2022,"NASA, TBD",0
9100,12/1/2022,"NASA, TBD",0
9101,12/2/2022,"NASA, TBD",0
